Surname,Name,Patronymic,Gender,BirthDate,Position,City,Address,Phone,Email
Романенко,Ліза,Сергіївна,Female,1990-01-29,Слідчий,селище Рахів,"шосе Косий, буд. 1, Новоазовськ, 44431",596-62-32,adaorobets@example.net
Дзюба,Богуслава,Арсенівна,Female,1993-10-09,Режисер,хутір Бердичів,"проспект Пантелеймонівська, буд. 701 кв. 63, Нікополь, 07941",+380 (33) 784-24-43,roksolanabarannyk@example.com
Сагаль,Аніта,Арсенівна,Female,1993-05-21,Піаніст,село Бориспіль,"парк Лодочний, буд. 385 кв. 39, Старий Самбір, 23105",+380 99 844-22-94,pavlo49@example.org
Бабійчук,Роксолана,Арсенівна,Female,1958-03-03,Конструктор,селище Курахове,"набережна Біржова, буд. 46 кв. 315, Новояворівськ, 95459",294-99-51,roman63@example.com
Оберемко,Анжела,Миколаївна,Female,1949-12-26,Гірник,селище Шпола,"набережна Університетський, буд. 035 кв. 6, Сокаль, 27208",523 79 82,arkhymovychhordii@example.net
Даниленко,Орина,Олександрівна,Female,1960-10-02,Композитор,село Заліщики,"вулиця Західний 4-й, буд. 43 кв. 06, Чернігів, 73870",+380 74 010-03-22,iefremivashchenko@example.net
Тичина,Любов,Миколаївна,Female,1950-06-06,Реставратор,селище Генічеськ,"сквер Калинова, буд. 66 кв. 3, Судова Вишня, 17390",605-15-23,osomko@example.net
Лавренко,Тереза,Євгенівна,Female,1954-11-17,Режисер,хутір Мерефа,"площа Варненська, буд. 847, Шахтарське, 67473",+380 83 769 71 70,tskorobohatko@example.com
Давимука,Ярина,Олегівна,Female,1946-02-09,Футболіст,хутір Городенка,"узвіз Ольвійська, буд. 913 кв. 941, Зіньків, 15859",429 12 19,atovstolis@example.net
Гук,Соломія,Степанівна,Female,1973-04-04,Ветеринар,село Кипуче,"проспект Паркова, буд. 304, Лисичанськ, 43202",377-71-47,iosyp00@example.com
Андрощук,Ірена,Ярославівна,Female,2008-06-20,Вчитель,хутір Бершадь,"сквер Мала Арнаутська, буд. 97, Лубни, 95107",011 386 07 49,liliiadanyliuk@example.org
Щербань,Михайлина,Петрівна,Female,1941-09-15,Диригент,селище Андрушівка,"проспект Буджацька, буд. 0 кв. 291, Чорнобиль, 68751",+380 21 081 94 14,ievhenmedvedenko@example.net
Шахрай,Аліна,Дмитрівна,Female,1939-01-26,Історик,місто Ровеньки,"узвіз 13-та ст. Великого Фонтану пляж, буд. 00 кв. 03, Самбір, 92233",+380 25 027 18 93,pbarannyk@example.org
Лазаренко,Ада,Юріївна,Female,1938-07-22,Фрілансер,місто Вишгород,"сквер Пересипський узвіз, буд. 85, Хорол, 37908",054 602-96-70,bzinkevych@example.org
Шаповал,Аніта,Григорівна,Female,1981-08-17,Кінорежисер,хутір Моспине,"узвіз Вокзальна, буд. 46 кв. 73, Бобровиця, 19506",868 48 18,sviatoslavvelychko@example.net
Рубець,Ірина,Петрівна,Female,2005-09-04,Маркетолог,місто Фастів,"площа Лінія 36-та, буд. 3 кв. 596, Валки, 19864",+380 94 632-97-65,pylyp80@example.com
Тимчук,Богуслава,Василівна,Female,2006-05-11,Науковець,місто Носівка,"парк Кар’єрна, буд. 419, Сорокине, 76096",+380 36 007 67 98,iefrem08@example.net
Артимишин,Роксолана,Богданівна,Female,1975-09-18,Географ,хутір Сокологірськ,"парк Садова 2-га, буд. 61 кв. 31, Феодосія, 19241",+380 (90) 342-06-96,babenkooksana@example.org
Михайлюк,Марʼяна,Ярославівна,Female,2008-07-18,Паблік рилейшнз,хутір Сміла,"вулиця Черкаська, буд. 127, Брянка, 69493",214-25-87,rostyslav71@example.net
Чарниш,Володимира,Олегівна,Female,1968-02-16,Футболіст,хутір Гайсин,"проспект Балтський 4-й, буд. 3 кв. 794, Турка, 14154",+380 55 083-72-41,derkachkostiantyn@example.com
Ковалюк,Марта,Ярославівна,Female,1946-12-30,Географ,місто Вінниця,"набережна Профспілкова, буд. 8 кв. 9, Тячів, 45068",019 410-65-39,ezaporozhets@example.net
Царенко,Амалія,Романівна,Female,1947-01-08,Географ,місто Вишневе,"узвіз Сімферопольська, буд. 61 кв. 6, Берегове, 65234",793-02-67,cherinkoiaryna@example.org
Ющенко,Віолетта,Арсенівна,Female,1966-06-29,Фотограф,хутір Чернігів,"набережна Зоопаркова, буд. 6, Борщів, 68290",+380 19 608 84 02,ishchenkooksana@example.com
Валенко,Віра,Сергіївна,Female,1962-10-02,Модель,місто Рава-Руська,"парк Карантинний узвіз, буд. 21 кв. 8, Біляївка, 54169",041 524-04-41,ivan11@example.net
Шило,Софія,Петрівна,Female,1974-11-18,Музичний редактор,селище Вільногірськ,"вулиця Географічний, буд. 8, Світлодарськ, 40239",+380 83 346-24-30,rlevchenko@example.net
Деркач,Златослава,Олегівна,Female,1968-10-01,Громадський діяч,хутір Кам'янка-Дніпровська,"площа Квіткова, буд. 759, Токмак, 86774",+380 95 588-11-44,fbabychenko@example.net
Хоменко,Валентина,Ярославівна,Female,1989-12-06,Електрик,село Добромиль,"площа Ольги Благовидової, буд. 646 кв. 948, Гребінка, 39876",051 160 52 81,pylypdanchenko@example.net
Непорожній,Орися,Миколаївна,Female,1975-03-25,Диригент,хутір Городок,"набережна Біляївська, буд. 511 кв. 12, Перевальськ, 05580",+380 17 111 78 00,iustyna75@example.net
Адаменко,Віра,Іванівна,Female,1958-06-08,Агроном,село Роздільна,"провулок Бориса Едуардса, буд. 1, Черкаси, 42081",798 90 64,zubkosemen@example.net
Шеремет,Лілія,Володимирівна,Female,1974-01-18,Ді-джей,село Павлоград,"проспект Семінарська, буд. 41 кв. 5, Лубни, 43788",966-20-14,redkoteodor@example.net
Батіг,Ольга,Петрівна,Female,1964-04-22,Промисловець,селище Кодима,"провулок Наявний 6-й, буд. 209 кв. 99, Золочів, 27316",+380 (19) 896-89-88,parmen77@example.com
Примаченко,Орися,Степанівна,Female,1940-01-15,Гицель,селище Лебедин,"набережна Чернігівський, буд. 4, Южноукраїнськ, 97220",+380 75 416-20-55,vlazarenko@example.net
Алексійчук,Христина,Степанівна,Female,2009-08-10,Гицель,село Середина-Буда,"вулиця Павлова, буд. 14, Бурштин, 22553",+380 (39) 896-33-16,sfareniuk@example.net
Адамчук,Ірена,Романівна,Female,2000-12-15,Менеджер,село Хмельницький,"набережна Мукачівський, буд. 401 кв. 049, Синельникове, 50467",+380 34 531-60-29,andriishyniukhym@example.net
Гайдабура,Святослава,Максимівна,Female,1955-06-05,Візажист,селище Таврійськ,"сквер Космонавтів, буд. 3 кв. 033, Скалат, 26640",+380 (66) 507-57-65,aonufriienko@example.com
Атаманюк,Наталія,Богданівна,Female,1961-11-04,Шериф,село Новий Калинів,"парк Гобеленова, буд. 035, Шостка, 20592",+380 99 060-17-68,sviatoslava09@example.com
Якименко,Вікторія,Арсенівна,Female,1979-01-15,Реабілітолог,місто Горлівка,"проспект Клинова, буд. 48 кв. 98, Устилуг, 58233",+380 (92) 142-28-05,mykytakopytko@example.com
Чубай,Емілія,Іванівна,Female,1945-07-22,Кушнір,село Лиман,"проспект Гранатний, буд. 079, Глобине, 12653",+380 (49) 826-05-38,babiichukirena@example.net
Жученко,Любов,Максимівна,Female,1978-11-23,Біолог,село Рівне,"сквер Новоукраїнський, буд. 6, Боярка, 43992",+380 33 402 10 87,verhunkhoma@example.org
Байдак,Наталія,Богданівна,Female,2009-07-26,Кіноактор,місто Лисичанськ,"набережна Крутоярська, буд. 7, Дебальцеве, 19011",484-86-62,hkorbut@example.net
Кибкало,Ольга,Євгенівна,Female,1969-06-16,Зоолог,місто Баштанка,"шосе Остапа Вишні, буд. 6, Алчевськ, 38955",013 028-89-98,vasylhuzii@example.net
Верхола,Світлана,Степанівна,Female,1998-07-09,Фольклорист,хутір Кропивницький,"набережна Мазепи Івана, буд. 168, Старокостянтинів, 86529",833 41 08,zkhomyk@example.com
